scenario,seed,allocator,task_completion_rate,mean_completion_time,system_throughput,mean_amv_availability,fault_impact_score,deadlock_frequency,mean_packet_loss_rate,energy_efficiency,convergence_rate,connectivity_maintenance,physics_impact_on_faults,thermocline_crossing_penalty,congestion_drop_rate,stalled_amv_timesteps,mean_task_delay,max_task_delay,never_completed_tasks
amv_loss,80,cbba,0.9333333333333333,171.28571428571428,0.028,0.3262663991645809,0.4852,0.0,0.536150234741784,23.55122435986434,1.540983606557377,0.702,0.215366340946816,0.3586854460093897,0.08450704225352113,221,72.6,305.0,1
amv_loss,90,cbba,0.9333333333333333,170.42857142857142,0.028,0.34097074229040436,0.5332,0.0,0.5703075957313245,23.38152676191171,1.935483870967742,0.88,-0.7031264524603771,0.290646578782172,0.13308223477715003,106,60.2,203.0,1
amv_loss,1000,cbba,0.8,184.91666666666666,0.024,0.30996915072858666,0.56,0.0,0.5927734375,29.925100501674603,1.7118644067796611,0.42,0.748919729359045,0.2724609375,0.1298828125,386,86.8,274.0,3
comm_blackout,42,cbba,0.8666666666666667,115.07692307692308,0.026,0.45626622188331,0.4648,0.0,0.5898345153664303,18.39135662498832,1.6050420168067228,0.68,0.2766077355374887,0.2986603624901497,0.08274231678486997,357,72.13333333333334,351.0,2
comm_blackout,100,cbba,0.8666666666666667,118.6923076923077,0.026,0.41940967666271334,0.4964,0.0,0.6386597938144329,21.380375261184067,1.3278688524590163,0.48,0.13523767289483044,0.4463917525773196,0.0577319587628866,321,94.93333333333334,363.0,2
comm_blackout,2023,cbba,0.9333333333333333,179.57142857142858,0.028,0.4436714927461596,0.5124,0.0,0.6849002849002849,18.160932123808553,1.848,0.68,0.5222743464159697,0.3247863247863248,0.13105413105413105,347,77.93333333333334,360.0,1
comm_blackout,888,cbba,0.9333333333333333,128.71428571428572,0.028,0.4601113525420711,0.4568,0.0,0.6438301282051282,16.96919121957901,1.3898305084745763,0.618,0.9819222945597305,0.4407051282051282,0.041666666666666664,291,90.93333333333334,331.0,1
comm_blackout,9999,cbba,1.0,150.53333333333333,0.03,0.4785652535312178,0.48488745980707393,0.0,0.6757779646761984,13.881788618233736,1.8452380952380953,0.5144694533762058,0.4380875424659768,0.38519764507989906,0.1295206055508831,0,56.13333333333333,134.0,0
comm_blackout,10,cbba,0.9333333333333333,169.85714285714286,0.028,0.4187863022120334,0.4088,0.0,0.6380407124681934,19.42423582491637,1.6504065040650406,0.678,0.28098079967222317,0.20419847328244276,0.13549618320610687,112,88.93333333333334,321.0,1
comm_blackout,20,cbba,0.9333333333333333,158.85714285714286,0.028,0.45593827919606283,0.422,0.0,0.6317512274959084,18.248138221485878,1.5083333333333333,0.698,-0.7752638108617177,0.32978723404255317,0.09656301145662848,297,77.6,271.0,1
comm_blackout,30,cbba,1.0,148.8,0.03,0.6115163293072361,0.2857142857142857,0.0,0.6903870162297129,12.212966662144021,1.4197530864197532,0.42249240121580545,-0.5727199734488919,0.2671660424469413,0.08364544319600499,0,61.333333333333336,159.0,0
comm_blackout,40,cbba,0.9333333333333333,184.0,0.028,0.4379942283317541,0.4848,0.0,0.6403249630723782,18.64499944788734,1.814516129032258,0.6,0.21331176209540825,0.2799113737075332,0.13515509601181683,131,73.6,231.0,1
